,:ID;author:string
880,8961854;Alberto Martínez
881,8961855;Arantxa Rentería
882,8961856;Carmen Pastor
883,8961857;Tony Gentry
884,8961858;Julie Maitland
885,8961859;George MacGinnis
886,8961860;Shimon K. Modi
887,8961861;Alex Mihailidis
888,8961862;Jennifer Boger
889,8961863;Stephen Czarnuch
890,8961864;Tizneem Jiancaro
891,8961865;Jesse Hoey
892,8961866;Ken Sakamura
893,8961867;Shao-Huai Lee
894,8961868;Jui-Chen Huang
895,8961869;Ana Garcia Robles
896,8961870;Javier García Guzmán
897,8961871;Lorena Bourg
898,8961872;J. Manuel Ojel
899,8961873;R. Ignacio Madrid
900,8961874;Foteini Agrafioti
901,8961875;Francis Minhthang Bui
902,8961876;Dimitrios Hatzinakos
903,8961877;David Prendergast 0001
904,8961878;Claire Somerville
905,8961879;Joseph P. Wherton
906,8961880;Michael C. Balasch
907,8961881;Martin Schultz
908,8961882;Christine Carius-Düssel
909,8961883;Joachim Hänsel
910,8961884;Norbert Pieth
911,8961885;Thilo Ernst
912,8961886;Jörn Kiselev
913,8961887;Gerd Kock
914,8961888;Ben Hennig
915,8961889;Klaus F. Wagner
916,8961890;Marten Haesner
917,8961891;Elisabeth Steinhagen-Thiessen
918,8961892;Mehmet Gövercin
919,8961893;Jan-Peter Jansen
920,8961894;Markus Schröder
921,8961895;Matthias Masur
922,8961896;Tobias Leipold
923,8961897;Irina Busch
924,8961898;Stefan Zeidler
925,8961899;Sibylle Meyer
926,8961900;Uta Böhm
927,8961901;Christa Fricke
928,8961902;Claudia Spindler
929,8961903;Harald Klaus
930,8961904;Fabienne Waidelich
931,8961905;Jens-Uwe Bußer
932,8961906;Wolfgang Klasen
933,8961907;Katrin Müller
934,8961908;Anastasios Drosou
935,8961909;Dimitrios Tzovaras
936,8961910;Raluca Marin-Perianu
937,8961911;Juan Jimenez Garcia
938,8961912;Stephan Bosch
939,8961913;Mihai Marin-Perianu
940,8961914;Paul J. M. Havinga
941,8961915;Suzanne Martin
942,8961916;Maurice D. Mulvenna
943,8961917;Diana Hodgins
944,8961918;Tom O'Kane
945,8961919;John O'Donoghue
946,8961920;Joe Gallagher
947,8961921;Abdur Aftab
948,8961922;Aveline Casey
949,8961923;Garry Courtney
950,8961924;Annalisa Franco
951,8961925;Dario Maio
952,8961926;Davide Maltoni
953,8961927;Wolfgang Deiters
954,8961928;Oliver Koch
955,8961929;Thomas Königsmann
956,8961930;Sven Meister
957,8961931;Diane J. Cook
958,8961932;Lawrence B. Holder
959,8961933;Lenka Lhotská
960,8961934;Jaromir Dolezal
961,8961935;Václav Chudácek
962,8961936;Michal Huptych
963,8961937;Miroslav Bursa
964,8961938;Jan Havlík
965,8961939;Francesca I. Cavallaro
966,8961940;Fabrice O. Morin
967,8961941;Ainara Garzo
968,8961942;Anthony Remazeilles
969,8961943;Gabriel Gaminde
970,8961944;Eric Wade
971,8961945;Avinash Rao Parnandi
972,8961946;Paul J. McCullagh
973,8961947;Babak A. Farshchian
974,8961948;Kristine Holbø
975,8961949;Marius Mikalsen
976,8961950;Jarl Reitan
977,8961951;Martin Floeck
978,8961952;Lothar Litz
979,8961953;Annette Spellerberg
980,8961954;Mario Drobics
981,8961955;Angelika Dohr
982,8961956;Susanne Giesecke
983,8961957;Günter Schreier
984,8961958;Katherine Wild
985,8961959;Linda Boise
986,8961960;Ingo Meyer
987,8961961;Lutz Kubitschke
988,8961962;Tatsuo Nakajima
989,8961963;Fahim Kawsar
990,8961964;Teresa Zayas-Cabán
991,8961965;Jenna L. Marquard
992,8961966;CheeFai Tan
993,8961967;Wei Chen 0015
994,8961968;Matthias Rauterberg
995,8961969;Frerk Müller
996,8961970;Myriam Lipprandt
997,8961971;Marco Eichelberg
998,8961972;Axel Helmer
999,8961973;Clemens Busch
1000,8961974;Detlev Willemsen
1001,8961975;Andreas Hein
1002,8961976;Dana Pavel
1003,8961977;Vic Callaghan
1004,8961978;Anind K. Dey
1005,8961979;Tsai-Ya Lai
1006,8961980;Jenn-Hwan Tarng
1007,8961981;William D. Kearns
1008,8961982;James L. Fozard
1009,8961983;Rami Puzis
1010,8961984;Meytal Tubi
1011,8961985;Yuval Elovici
1012,8961986;Yu-Ru Lin
1013,8961987;Hari Sundaram
1014,8961988;Aisling Kelliher
1015,8961989;Anwitaman Datta
1016,8961990;Sonja Buchegger
1017,8961991;Le-Hung Vu
1018,8961992;Thorsten Strufe
1019,8961993;Krzysztof Rzadca
1020,8961994;Eduardo B. Fernández
1021,8961995;Carolina Marin
1022,8961996;Maria M. Larrondo-Petrie
1023,8961997;Jose Simoes
1024,8961998;Thomas Magedanz
1025,8961999;Masaki Aida
1026,8962000;Hideyuki Koto
1027,8962001;Lisa Singh
1028,8962002;Elisa Jayne Bienenstock
1029,8962003;Janet Mann
1030,8962004;Muthucumaru Maheswaran
1031,8962005;Bader Ali
1032,8962006;Hatice Ozguven
1033,8962007;Julien Lord
1034,8962008;Janice Kwan-Wai Leung
1035,8962009;Chun Hung Li
1036,8962010;Munmun De Choudhury
1037,8962011;Ajita John
1038,8962012;Dorée Duncan Seligmann
1039,8962013;Mingxin Zhang
1040,8962014;Jason J. Jung
1041,8962015;Kwang Sun Choi
1042,8962016;Sung-Hyuk Park
1043,8962017;P. Santhi Thilagam
1044,8962018;Ronald R. Yager
1045,8962019;Ing-Xiang Chen
1046,8962020;Cheng-Zen Yang
1047,8962021;Cecilia Sik-Lányi
1048,8962022;Leucio Antonio Cutillo
1049,8962023;Mark Manulis
1050,8962024;Sergej Sizov
1051,8962025;Steffen Staab
1052,8962026;Thomas Franz
1053,8962027;Touhid Bhuiyan
1054,8962028;Audun Jøsang
1055,8962029;Yue Xu
1056,8962030;Susanta Mitra
1057,8962031;Aditya Bagchi
1058,8962032;Nathalie Henry Riche
1059,8962033;Jean-Daniel Fekete
1060,8962034;Katerina Slaninová
1061,8962035;Jan Martinovic
1062,8962036;Pavla Drázdilová
1063,8962037;Gamila Obadi
1064,8962038;Václav Snásel
1065,8962039;Abraham Bagherjeiran
1066,8962040;Rushi Bhatt
1067,8962041;Rajesh Parekh
1068,8962042;Vineet Chaoji
1069,8962043;Nina D. Ziv
1070,8962044;Kerry-Ann White
1071,8962045;Lester Melendez
1072,8962046;Ouri Wolfson
1073,8962047;Malek Adjouadi
1074,8962048;Naphtali Rishe
1075,8962049;Tsuyoshi Murata
1076,8962050;Bo Yang 0002
1077,8962051;Dayou Liu
1078,8962052;Jiming Liu 0001
1079,8962053;Marcel Karnstedt
1080,8962054;Tara Hennessy
1081,8962055;Jeffrey Chan
1082,8962056;Partha Basuchowdhuri
1083,8962057;Conor Hayes
1084,8962058;Keiji Yanai
1085,8962059;Bingyu Qiu
1086,8962060;Dil Muhammad Akbar Hussain
1087,8962061;Antonio Hernando
1088,8962062;Jesús Bobadilla
1089,8962063;Francisco Serradilla
1090,8962064;Gerhard Austaller
1091,8962065;Fernando Lyardet
1092,8962066;Dirk Schnelle
1093,8962067;Rainer Malaka
1094,8962068;Erwin Aitenbichler
1095,8962069;Sebastian Ries
1096,8962070;Tobias Straub
1097,8962071;Andreas Heinemann
1098,8962072;Andreas Hartl
1099,8962073;Michael Weber 0001
1100,8962074;Marc Hermann
1101,8962075;Samir Raiyani
1102,8962076;Matthias Winkler
1103,8962077;Melanie Hartmann
1104,8962078;Jochen H. Schiller
1105,8962079;Daniel Oberle
1106,8962080;Christof Bornhövd
1107,8962081;Michael Altenhofen
1108,8962082;Wolfgang Gerteis
1109,8962083;Zoltán Nochta
1110,8962084;Jürgen Anke
1111,8962085;Bernhard Wolf
1112,8962086;Gregor Hackenbroich
1113,8962087;Hong Hai Do
1114,8962088;Mario Neugebauer
1115,8962089;Anja Klein 0001
1116,8962090;Frankie James
1117,8962091;Rama Gurram
1118,8962092;Patrik Spieß
1119,8962093;Jens Müller 0002
1120,8962094;Matthias Jöst
1121,8962095;Jussi Kangasharju
1122,8962096;Volkmar Lotz
1123,8962097;Luca Compagna
1124,8962098;Konrad S. Wrona
1125,8962099;Tobias Limberger
1126,8962100;Burkhard Stiller
1127,8962101;David Hausheer
1128,8962102;Jan Gerke
1129,8962103;Péter Rácz
1130,8962104;Cristian Morariu
1131,8962105;Martin Waldburger
1132,8962106;Max Mühlhäuser
1133,8962107;Iryna Gurevych
1134,8962108;Louenas Hamdi
1135,8962109;Alistair Barros
1136,8962110;Saburo Muroga
1137,8962111;Akio Nakagawa
1138,8962112;Alice C. Parker
1139,8962113;Yosef Tirat-Gefen
1140,8962114;Suhrid A. Wadekar
1141,8962115;Samuel S. Martin
1142,8962116;Thad Gabara
1143,8962117;Kwok Ng
1144,8962118;Vikram Iyengar
1145,8962119;Elizabeth M. Rudnick
1146,8962120;John D. Cressler
1147,8962121;John W. Fattaruso
1148,8962122;Louis A. Williams III
1149,8962123;Bang-Sup Song
1150,8962124;Geert A. De Veirman
1151,8962125;Michiel Steyaert
1152,8962126;Marc Borremans
1153,8962127;Johan Janssens
1154,8962128;Bram De Muer
1155,8962129;Andrea Baschirotto
1156,8962130;Philip G. Neudeck
1157,8962131;Dimitri Kagaris
1158,8962132;Peter J. Hesketh
1159,8962133;Shin-ichi Minato
1160,8962134;Thomas H. Lee
1161,8962135;Maria del Mar Hershenson
1162,8962136;Sunderarajan S. Mohan
1163,8962137;Kirad Samavati
1164,8962138;C. Patrick Yue
1165,8962139;Spyros Tragoudas
1166,8962140;Krishna Shenai
1167,8962141;Erik A. McShane
1168,8962142;Naofumi Takagi
1169,8962143;Haruyuki Tago
1170,8962144;Charles R. Baugh
1171,8962145;Zainalabedin Navabi
1172,8962146;Yasuhiro Katsumata
1173,8962147;Tatsuya Ohguro
1174,8962148;Kazumi Inoh
1175,8962149;Eiji Morifuji
1176,8962150;Takashi Yoshitomi
1177,8962151;Hideki Kimijima
1178,8962152;Hideaki Nii
1179,8962153;Toyota Morimoto
1180,8962154;Hisayo S. Momose
1181,8962155;Kuniyoshi Yoshikawa
1182,8962156;Hidemi Ishiuchi
1183,8962157;Hiroshi Iwai
1184,8962158;John Lockwood
1185,8962159;Victor Boyadzhyan
1186,8962160;John Choma Jr.
1187,8962161;Ivan S. Kourtev
1188,8962162;Eby G. Friedman
1189,8962163;James H. Aylor
1190,8962164;Robert H. Klenke
1191,8962165;Steve M. Kang
1192,8962166;Abhijit Dharchoudhury
1193,8962167;David T. Blaauw
1194,8962168;Stantanu Ganguly
1195,8962169;Michel S. Nakhla
1196,8962170;Ramachandra Achar
1197,8962171;Flavio Lorenzelli
1198,8962172;Kung Yao
1199,8962173;Stephen I. Long
1200,8962174;J. Gregory Rollins
1201,8962175;Ko Yoshikawa
1202,8962176;Chung-Yu Wu
1203,8962177;Jen-Sheng Hwang
1204,8962178;Wayne H. Wolf
1205,8962179;David L. Barton
1206,8962180;Donald B. Estreich
1207,8962181;Daniel A. Connors
1208,8962182;Wen-mei W. Hwu
1209,8962183;David J. Comer
1210,8962184;Donald T. Comer
1211,8962185;Rick Shih-Jye Shen
1212,8962186;Frank Ruei-Ling Lin
1213,8962187;Amy Hsiu-Fen Chou
1214,8962188;Evans Ching-Song Yang
1215,8962189;Charles Ching-Hsiang Hsu
1216,8962190;Nick Kanopoulos
1217,8962191;Martin Margala
1218,8962192;J. Bhasker
1219,8962193;Massoud Pedram
1220,8962194;Sorin Cristoloveanu
1221,8962195;Allen M. Dewey
1222,8962196;Moon-Jung Chung
1223,8962197;Heechul Kim
1224,8962198;Pankaj Khandelwal
1225,8962199;Yuichi Nakamura
1226,8962200;Kuo-Hsing Cheng
1227,8962201;Donald Cottrell
1228,8962202;Ashraf Lotfi
1229,8962203;Yuh-Kuang Tseng
1230,8962204;R. F. Wassenaar
1231,8962205;Mohammed Ismail 0001
1232,8962206;Chi-Hung Lin
1233,8962207;Min-shueh Yuan
1234,8962208;Chorng-Kuang Wang
1235,8962209;Tanay Karnik
1236,8962210;Jan V. Grahn
1237,8962211;Mikael Östling
1238,8962212;Chris Toumazou
1239,8962213;Alison J. Payne
1240,8962214;Harry W. Li
1241,8962215;R. Jakob Baker
1242,8962216;Donald C. Thelen
1243,8962217;John M. Khoury
1244,8962218;Charles E. Chang
1245,8962219;Meera Venkataraman
1246,8962220;Sumit Gupta
1247,8962221;Rajesh K. Gupta 0001
1248,8962222;Isik C. Kizilyalli
1249,8962223;Karl Hess
1250,8962224;Joseph W. Lyding
1251,8962225;Kazuo Yano
1252,8962226;Edgar Gómez Cruz
1253,8962227;J. Patrick Williams
1254,8962228;Hsin-Liang Chen
1255,8962229;Boyd Davis
1256,8962230;Peyton Mason
1257,8962231;Mauri Collins
1258,8962232;Zane Berge
1259,8962233;Artemio Ramirez Jr.
1260,8962234;Matthew S. Eastin
1261,8962235;Jennifer Chakroff
1262,8962236;Vincent Cicchirillo
1263,8962237;Gabriel A. Giordano
1264,8962238;Jason S. Stoner
1265,8962239;Robyn L. Brouer
1266,8962240;Joey F. George
1267,8962241;Patricia G. Lange
1268,8962242;Lesley S. J. Farmer
1269,8962243;Jutta Weber
1270,8962244;Joachim Kimmerle
1271,8962245;Ulrike Cress
1272,8962246;Michael Stefanone
1273,8962247;John W. Mullennix
1274,8962248;Steven E. Stern
1275,8962249;Stacey L. Connaughton
1276,8962250;Janice Krueger
1277,8962251;Sarah Rofofsky Marcus
1278,8962252;Jo Mackiewicz
1279,8962253;Markus Wolf
1280,8962254;Stephanie Bauer
1281,8962255;Danny Hughes 0001
1282,8962256;James Walkerdine
1283,8962257;H. L. Lim
1284,8962258;Fay Sudweeks
1285,8962259;Kalev Leetaru
1286,8962260;R. K. Koslowsky
1287,8962261;Apryl Price
1288,8962262;Rosanna Tarsiero
1289,8962263;Rosanna E. Guadagno
1290,8962264;Katrin Allmendinger
1291,8962265;David Robins
1292,8962266;Gerald S. Greenberg
1293,8962267;Zeynep Cemalcilar
1294,8962268;Sandra M. Harrison
1295,8962269;Kent Marett
1296,8962270;Michaël Opgenhaffen
1297,8962271;Barrie Jo Price
1298,8962272;Rotimi Taiwo
1299,8962273;Rosalie J. Ocker
1300,8962274;Jung-ran Park
1301,8962275;Anna C. McFadden
1302,8962276;Jamie Switzer
1303,8962277;Susan R. Fussell
1304,8962278;Qiping Zhang
1305,8962279;Leslie D. Setlock
1306,8962280;Angélica Rísquez
1307,8962281;Eric T. Meyer
1308,8962282;Suely Fragoso
1309,8962283;Erin Bower
1310,8962284;Karen Brodsky
1311,8962285;Allison Level
1312,8962286;Amy E. Hoseth
1313,8962287;Uma Devi Doraiswamy
1314,8962288;Per F. V. Hasle
1315,8962289;Anne-Kathrine Kjær Christensen
1316,8962290;Robert Jordan
1317,8962291;Kit Hang Leung
1318,8962292;J. Patrick Biddix
1319,8962293;Bolanle Olaniran
1320,8962294;Anita L. Blanchard
1321,8962295;Stephen Thorpe
1322,8962296;Wengao Gong
1323,8962297;Vincent B. Y. Ooi
1324,8962298;Shawn Apostel
1325,8962299;Moe Folk
1326,8962300;Cheryl Amundsen
1327,8962301;Elahe Sohbat
1328,8962302;Ashok Darisipudi
1329,8962303;Sushil Kumar Sharma
1330,8962304;Mirjam Weder
1331,8962305;Bradley M. Okdie
1332,8962306;Kevin Eric DePew
1333,8962307;Sarah Stewart
1334,8962308;Elisabeth Pankl
1335,8962309;Jenna Ryan
1336,8962310;Julie D. Woletz
1337,8962311;Alison Ruth
1338,8962312;Karl-Heinz Renner
1339,8962313;Astrid Schütz
1340,8962314;Deborah Vess
1341,8962315;Mikkel Godsk
1342,8962316;Anja Bechmann Petersen
1343,8962317;Courtney Crummett
1344,8962318;Anna Perrault
1345,8962319;Joseph E. Burns
1346,8962320;Dianna Laurent
1347,8962321;Cheng-chao Su
1348,8962322;Karen Garcia
1349,8962323;Jonathan Cohn
1350,8962324;Dimitris Kiritsis
1351,8962325;Samir M. Iqbal
1352,8962326;Rashid Bashir
1353,8962327;B. John Oommen
1354,8962328;Sudip Misra
1355,8962329;Ning Xi 0001
1356,8962330;King Wai Chiu Lai
1357,8962331;Heping Chen
1358,8962332;Alon Wolf
1359,8962333;Moshe Shoham
1360,8962334;Srini Ramaswamy
1361,8962335;Hemant Joshi
1362,8962336;William Richmond
1363,8962337;T. Joseph Lui
1364,8962338;Kazuyoshi Ishii
1365,8962339;Kinnya Tamaki
1366,8962340;Wootae Jeong
1367,8962341;Richard D. Patton
1368,8962342;Peter C. Patton
1369,8962343;Xavier Delorme
1370,8962344;Alexandre Dolgui
1371,8962345;Mohamed Essafi
1372,8962346;Laurent Linxe
1373,8962347;Damien Poyard
1374,8962348;Christian Dannegger
1375,8962349;Keiichi Shirase
1376,8962350;Susumu Fujii
1377,8962351;Deming Chen
1378,8962352;Aníbal Ollero
1379,8962353;Ángel Rodriguez Castaño
1380,8962354;Mark R. Lehto
1381,8962355;Mary F. Lesch
1382,8962356;William J. Horrey
1383,8962357;Nicholas Kottenstette
1384,8962358;Panos J. Antsaklis
1385,8962359;Yukio Hasegawa
1386,8962360;José A. Ceroni
1387,8962361;Marwan A. Simaan
1388,8962362;Gary R. Bertoline
1389,8962363;Nathan W. Hartman
1390,8962364;Nicoletta Adamo-Villani
1391,8962365;Luis Basañez
1392,8962366;Raúl Suárez
1393,8962367;Christopher Bissell
1394,8962368;H. Dieter Rombach
1395,8962369;John D. Lee
1396,8962370;Bobbie D. Seppelt
1397,8962371;István Vajk
1398,8962372;Jenö Hetthéssy
1399,8962373;Ruth Bars
1400,8962374;Anatoly Pashkevich
1401,8962375;Juan Diego Velásquez
1402,8962376;Xin W. Chen
1403,8962377;Sang Won Yoon
1404,8962378;Hoo Sang Ko
1405,8962379;Yoshiharu Inaba
1406,8962380;Shinsuke Sakakibara
1407,8962381;Birgit Graf
1408,8962382;Harald Staab
1409,8962383;Timothy I. Salsbury
1410,8962384;Cecilia R. Aragon
1411,8962385;Alberto Isidori
1412,8962386;Daniel J. Power
1413,8962387;Ramesh Sharda
1414,8962388;Francisco P. Maturana
1415,8962389;Dan L. Carnahan
1416,8962390;Kenwood H. Hall
1417,8962391;Bijay K. Jayaswal
1418,8962392;Shimon Y. Nof
1419,8962393;Tibor Vámos
1420,8962394;Wing Bun Lee
1421,8962395;Benny C. F. Cheung
1422,8962396;S. K. Kwok
1423,8962397;M. Alkan Donmez
1424,8962398;Johannes A. Soons
1425,8962399;Pat P. Banerjee
1426,8962400;Clyde W. Holsapple
1427,8962401;Sharath Sasidharan
1428,8962402;Peter Terwiesch
1429,8962403;Christopher Ganz
1430,8962404;Satish C. Mohleji
1431,8962405;Dean F. Lamiano
1432,8962406;Sebastian V. Massimini
1433,8962407;Yuko J. Nakanishi
1434,8962408;Rodrigo J. Cruz Di Palma
1435,8962409;Manuel Scavarda Basaldúa
1436,8962410;Sirkka-Liisa Jämsä Jounela
1437,8962411;Greg Baiden
1438,8962412;Peter Kopacek
1439,8962413;Edward W. Tunstel
1440,8962414;Nick A. Ivanescu
1441,8962415;Yael Edan
1442,8962416;Shufeng Han
1443,8962417;Naoshi Kondo
1444,8962418;Brian Carlisle
1445,8962419;Branko Sarh
1446,8962420;James Buttrick
1447,8962421;Clayton Munk
1448,8962422;Richard Bossi
1449,8962423;Daniel Castro-Lacouture
1450,8962424;Darwin G. Caldwell
1451,8962425;Steve Davis 0001
1452,8962426;René J. Moreno Masey
1453,8962427;John O. Gray
1454,8962428;Mitsuo Gen
1455,8962429;Lin Lin 0008
1456,8962430;Daniel W. Repperger
1457,8962431;Chandler A. Phillips
1458,8962432;Florin Gheorghe Filip
1459,8962433;Kauko Leiviskä
1460,8962434;Parasuram Balasubramanian
1461,8962435;Brandon Savage
1462,8962436;Michael Kaplan
1463,8962437;Chin-Yin Huang
1464,8962438;Dana S. Nau
1465,8962439;Robert S. Parker
1466,8962440;Thomas F. Edgar
1467,8962441;Juergen Hahn
1468,8962442;Gyula Vastag
1469,8962443;Moshe Yerushalmy
1470,8962444;Jaewoo Chung
1471,8962445;Jose M. A. Tanchoco
1472,8962446;Jocelyne Troccaz
1473,8962447;Edward F. Watson
1474,8962448;Karyn Holmes
1475,8962449;Tae-Eog Lee
1476,8962450;Theodore J. Williams
1477,8962451;Gérard Morel
1478,8962452;Jean-François Pétin
1479,8962453;Timothy L. Johnson
1480,8962454;Friedrich Pinnekamp
1481,8962455;Alessandro Pasetti
1482,8962456;Walter Schaufelberger
1483,8962457;Bozenna Pasik-Duncan
1484,8962458;Matthew Verleger
1485,8962459;Petr Horácek
1486,8962460;Birgit Vogel-Heuser
1487,8962461;Steven J. Landry
1488,8962462;Rolf Isermann
1489,8962463;Jackson He
1490,8962464;Enrique Castro-Leon
1491,8962465;Piercarlo Ravazzi
1492,8962466;Agostino Villa
1493,8962467;Jianming Lian
1494,8962468;Stanislaw H. Zak
1495,8962469;Henry Mirsky
1496,8962470;Jörg Stelling
1497,8962471;Rudiyanto Gunawan
1498,8962472;Neda Bagheri
1499,8962473;Stephanie R. Taylor
1500,8962474;Eric Kwei
1501,8962475;Jason E. Shoemaker
1502,8962476;Francis J. Doyle III
1503,8962477;Dieter Spath
1504,8962478;Martin Braun
1505,8962479;Wilhelm Bauer
1506,8962480;Norbert Elkmann
1507,8962481;Justus Hortig
1508,8962482;Markus Fritzsche
1509,8962483;Carlos Eduardo Pereira
1510,8962484;Peter Neumann
1511,8962485;Wolfgang Mann
1512,8962486;Mary L. Cummings
1513,8962487;Sylvain Bruni
1514,8962488;François B. Vernadat
1515,8962489;Heinz-Hermann Erbe
1516,8962490;Gianluca Paravati
1517,8962491;Hanno Hildmann
1518,8962492;Benjamin Hirsch
1519,8962493;Andrea Lanzi
1520,8962494;Sai-Keung Wong
1521,8962495;Fabrizio Cutolo
1522,8962496;Giani Petri
1523,8962497;Christiane Gresse von Wangenheim
1524,8962498;Adriano Ferreti Borgatto
1525,8962499;Michael Mcloughlin
1526,8962500;Amol Dattatraya Mali
1527,8962501;Christian Stein
1528,8962502;Dilek Dogan
1529,8962503;Murat Çinar
1530,8962504;Hakan Tüzün
1531,8962505;Mattia Thibault
1532,8962506;Isabel Cristina Siqueira da Silva
1533,8962507;João Ricardo Bittencourt
1534,8962508;Keith Nesbitt
1535,8962509;Eugene Nalivaiko
1536,8962510;Jeffery Jonathan Joshua Davis
1537,8962511;Robert Kozma 0001
1538,8962512;Florian Schübeler
1539,8962513;Manuel Schmidt
1540,8962514;Yann Savoye
1541,8962515;Daniel N. Boulos
1542,8962516;Jule Hildmann
1543,8962517;Jaime Arias
1544,8962518;Raphaël Marczak
1545,8962519;Myriam Desainte-Catherine
1546,8962520;Rebecca Ruige Xu
1547,8962521;Michele Geronazzo
1548,8962522;Inês Amaral
1549,8962523;Frederico Fonseca
1550,8962524;Felipe Oviedo Frosi
1551,8962525;Simena Dinas
1552,8962526;Inma Carpe
1553,8962527;Oytun Kal
1554,8962528;Yavuz Samur
1555,8962529;Cetin Tuker
1556,8962530;Thomas Lilge
1557,8962531;Nina Rosa
1558,8962532;Wolfgang Hürst
1559,8962533;Remco C. Veltkamp
1560,8962534;Peter J. Werkhoven
1561,8962535;Yanxiang Zhang 0001
1562,8962536;Qingqing Zhao
1563,8962537;Huy Kang Kim
1564,8962538;Jiyoung Woo
1565,8962539;Leigh Achterbosch
1566,8962540;Peter Vamplew 0001
1567,8962541;Douglas Brown
1568,8962542;Jukka Vahlo
1569,8962543;Aki Koponen
1570,8962544;Patrick C. K. Hung
1571,8962545;Laura Rafferty
1572,8962546;Marcelo Fantinato
1573,8962547;Krystina S. Madej
1574,8962548;Tansel Tepe
1575,8962549;Devkan Kaleci
1576,8962550;Ross Berger
1577,8962551;Stefania Serafin
1578,8962552;George Papagiannakis
1579,8962553;Efstratios Geronikolakis
1580,8962554;Maria Pateraki
1581,8962555;Víctor M. López-Menchero
1582,8962556;Michael Tsioumas
1583,8962557;Stella Sylaiou
1584,8962558;Fotis Liarokapis
1585,8962559;Athina Grammatikopoulou
1586,8962560;Kosmas Dimitropoulos
1587,8962561;Nikolaos Grammalidis
1588,8962562;Nikolaos Partarakis
1589,8962563;George Margetis
1590,8962564;Giannis Drossis
1591,8962565;Martha Vassiliadi
1592,8962566;Alan Chalmers
1593,8962567;Constantine Stephanidis
1594,8962568;Nadia Magnenat-Thalmann
1595,8962569;Howard Kaplan
1596,8962570;Anna Pyayt
1597,8962571;Jong Weon Lee 0002
1598,8962572;Han Kyu Yoo
1599,8962573;Jorge Roa
1600,8962574;Murat Yilmaz 0001
1601,8962575;Luís Aly
1602,8962576;Rui Penha
1603,8962577;Gilberto Bernardes
1604,8962578;Eike Langbehn
1605,8962579;Frank Steinicke
1606,8962580;David Churchill
1607,8962581;Mike Preuss
1608,8962582;Florian Richoux
1609,8962583;Gabriel Synnaeve
1610,8962584;Alberto Uriarte
1611,8962585;Santiago Ontañón
1612,8962586;Michal Certický
1613,8962587;John Quarles
1614,8962588;Matt Dombrowski
1615,8962589;Jaime Lochner
1616,8962590;Benjamin Hebgen
1617,8962591;Kokolo Ikeda
1618,8962592;Sicilia Ferreira Judice
1619,8962593;Danielle Marie Olson
1620,8962594;Elisabeth Ainsley Sutherland
1621,8962595;Cagri Hakan Zaman
1622,8962596;D. Fox Harrell
1623,8962597;Hartmut Koenitz
1624,8962598;Farkhund Iqbal
1625,8962599;Benjamin Yankson
1626,8962600;Tonguc Ibrahim Sezen
1627,8962601;Adnan Mahmood
1628,8962602;Bernard Butler
1629,8962603;Hushairi Zen
1630,8962604;Brendan Jennings
1631,8962605;Metin Arica
1632,8962606;Burak Tezateser
1633,8962607;Alonso Gragera Aguaza
1634,8962608;Jean-François Baffier
1635,8962609;Vorapong Suppakitpaisarn
1636,8962610;Antti Knutas
1637,8962611;Jennifer Coleman Dowling
1638,"8962612;""Lal """"Lila"""" Bozgeyikli"""
1639,8962613;Emily Peed
1640,8962614;Newton Lee
1641,8962615;Werner Ravyse
1642,8962616;Kimmo Tarkkanen
1643,8962617;A. Seugnet Blignaut
1644,8962618;Erkki Sutinen
1645,8962619;Jouni Smed
1646,8962620;Ryan P. McMahan
1647,8962621;Di Wu 0001
1648,8962622;Yi-Hao Ke
1649,8962623;Jian He
1650,8962624;Yong Li 0008
1651,8962625;Min Chen 0003
1652,8962626;Selcen Ozturkcan
1653,8962627;Masahiko Itoh
1654,8962628;Ozan Özkan
1655,8962629;Özhan Tingöy
1656,8962630;Ramazan S. Aygün
1657,8962631;Vineetha Bettaiah
1658,8962632;Tom Alexander Garner
1659,8962633;Wendy A. Powell
1660,8962634;Vaughan Powell
1661,8962635;Krzysztof Pietroszek
1662,8962636;Kim J. L. Nevelsteen
1663,8962637;Sylvester Arnab
1664,8962638;Andrés Adolfo Navarro Newball
1665,8962639;Borja Barinaga López
1666,8962640;Isidro Moreno Sánchez
1667,8962641;Natasha Bulatovic Trygg
1668,8962642;Petter Skult
1669,8962643;Gabriele D'Angelo
1670,8962644;Stefano Ferretti
1671,8962645;Moreno Marzolla
1672,8962646;Kazuki Yoshizoe
1673,8962647;Martin Müller 0003
1674,8962648;Celia Hodent
1675,8962649;Sercan Sengün
1676,8962650;Petyo Budakov
1677,8962651;Vlasios Kasapakis
1678,8962652;Damianos Gavalas
1679,8962653;Elena Dzardanova
1680,8962654;Mikhail Fiadotau
1681,8962655;Ruoqi Sun
1682,8962656;Lizhaung Ma
1683,8962657;Susan Johnston
1684,8962658;Niels Christian Nilsson
1685,8962659;Ryuya Akase
1686,8962660;Yoshihiro Okada
1687,8962661;Matthew Yee-King
1688,8962662;Igor Dall'Avanzi
1689,8962663;Kenneth C. C. Yang
1690,8962664;Yowei Kang
1691,8962665;Duncan A. H. Williams
1692,8962666;Peter I. Cowling
1693,8962667;Damian T. Murphy
1694,8962668;Satyaki Roy
1695,8962669;Pratiti Sarkar
1696,8962670;Surojit Dey
1697,8962671;Dominik Borer
